training/global_step,critic/rewards/mean,critic/score/mean,critic/advantages/max,critic/advantages/min,actor/entropy,actor/grad_norm,actor/ppo_kl,actor/pg_clipfrac,actor/lr,response_length/mean,num_turns/mean,rollout_corr/kl,timing_s/step
16,0.7312127947807312,0.7312127947807312,1.654887318611145,-2.3833210468292236,0.6213853359222412,0.04779052734375,-0.00013296303370680107,0.00012355011585896136,2e-05,3575.609375,21.65625,0.0008296461310237646,802.1697547584772
17,0.5456026792526245,0.5456026792526245,2.461838483810425,-2.389878749847412,0.7095711827278137,0.048095703125,6.061063722029303e-05,0.00010583061748548062,2e-05,3367.953125,21.03125,0.000733549240976572,732.0980929732323
18,0.6084486842155457,0.6084486842155457,2.455594778060913,-2.3781635761260986,0.7385890483856201,0.0533447265625,7.950647579946235e-05,0.00012249987730683642,2e-05,3424.390625,20.78125,0.0009018739801831543,748.7990464158356
19,0.7968191504478455,0.7968191504478455,1.3946112394332886,-2.3873794078826904,0.6373892426490784,0.0579833984375,-6.49732385227253e-06,0.00017276550806855084,2e-05,2862.859375,17.75,0.0007262497674673796,688.7370560243726
20,0.860349714756012,0.860349714756012,1.1057995557785034,-2.404653787612915,0.6852007508277893,0.0526123046875,-0.00014796061213928624,0.0001956285609594488,2e-05,2630.640625,19.328125,0.0009021949954330921,672.9134748950601
21,0.7621577382087708,0.7621577382087708,1.8981980085372925,-2.421956777572632,0.6430339813232422,0.0614013671875,2.283136314673584e-05,0.00015200565394479781,2e-05,2878.09375,16.9375,0.0007055653259158134,693.8843269683421
22,0.7125495672225952,0.7125495672225952,1.8782355785369873,-2.417182445526123,0.5013502836227417,0.046630859375,0.00017457304051049505,0.0001019388608369809,2e-05,3793.390625,20.515625,0.0006957392324693501,1098.8068352080882
23,0.7591952085494995,0.7591952085494995,1.897762417793274,-2.410513401031494,0.578270673751831,0.05145263671875,3.196545848493937e-05,7.449080203514313e-05,2e-05,3307.140625,20.265625,0.0006501356838271022,734.7734846845269
24,0.7459895610809326,0.7459895610809326,2.4413323402404785,-2.4043045043945312,0.7448455095291138,0.0576171875,-5.46677394481776e-05,0.00015561910822725622,2e-05,3089.203125,16.890625,0.001052657957188785,714.4154133796692
25,0.9459635019302368,0.9459635019302368,1.1897419691085815,-2.4215004444122314,0.5829763412475586,0.05767822265625,-0.00011663720309229575,8.598196791353985e-05,2e-05,2890.546875,18.90625,0.0007318771095015109,698.288204241544
